bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-420,B735,Gazi (Alla),C742_Link01,Rhino camp-Ogoko-Inde,C,Northern,Arua,31.243425,2.890738,20.406,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,39,comment: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 197 latest 2019-06-17; km: Historical Bridges 18062025.xlsx::Bridges row 376; river: Historical Bridges 18062025.xlsx::Bridges row 376; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 376; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 376; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 376; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 376; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 17; owner: Historical Hosea bridge workbook::bridges_hosea row 17; district_council: Historical Hosea bridge workbook::bridges_hosea row 17; flow: Historical Hosea bridge workbook::bridges_hosea row 17; town_left: Historical Hosea bridge workbook::bridges_hosea row 17; town_right: Historical Hosea bridge workbook::bridges_hosea row 17; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 17; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 17; type_abutment_l: Historical Hosea bridge workbook::bridges_hosea row 17; type_abutment_r: Historical Hosea bridge workbook::bridges_hosea row 17; type_piers: Historical Hosea bridge workbook::bridges_hosea row 17; type_para_rail: Historical Hosea bridge workbook::bridges_hosea row 17; type_wearing_surface: Historical Hosea bridge workbook::bridges_hosea row 17; type_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 17; approach_slab: Historical Hosea bridge workbook::bridges_hosea row 17; abutment_gallery: Historical Hosea bridge workbook::bridges_hosea row 17; type_bearings: Historical Hosea bridge workbook::bridges_hosea row 17; year_compl: Historical Hosea bridge workbook::bridges_hosea row 17; superload_route: Historical Hosea bridge workbook::bridges_hosea row 17; weight_load_restr: Historical Hosea bridge workbook::bridges_hosea row 17; scour_protection: Historical Hosea bridge workbook::bridges_hosea row 17; scour_risk: Historical Hosea bridge workbook::bridges_hosea row 17; bridge_len: Historical Hosea bridge workbook::bridges_hosea row 17; bridge_wid: Historical Hosea bridge workbook::bridges_hosea row 17; width_between_para_rail: Historical Hosea bridge workbook::bridges_hosea row 17; min_bridge_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 17; approach_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 17; traffic_flow_directions: Historical Hosea bridge workbook::bridges_hosea row 17; pave_age: Historical Hosea bridge workbook::bridges_hosea row 17; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 343; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 343; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-421,B736,Ayuala Bridge,C763_Link01,Paidha-Zombo,C,Northern,Arua,30.965306,2.409695,10.498,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 422,Placed on exact national road host link
bridge-422,B737,Nyagak Bridge,C763_Link01,Paidha-Zombo,C,Northern,Arua,30.958748,2.425622,13.159,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,3,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 423; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 345; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 345,Placed on exact national road host link
bridge-423,B738,Ora Bridge,C763_Link02,Zombo-Vurra,C,Northern,Arua,30.845748,2.643874,51.175,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 424,Placed on exact national road host link
bridge-424,B739,Aniza Bridge,C763_Link02,Zombo-Vurra,C,Northern,Arua,30.858522,2.671608,56.073,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 425,Placed on exact national road host link
bridge-425,B740,Omolo Bridge,C763_Link02,Zombo-Vurra,C,Northern,Arua,30.848765,2.706317,60.466,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 426,Placed on exact national road host link
bridge-426,B741,Odrua River,C763_Link02,Zombo-Vurra,C,Northern,Arua,30.868198,2.790273,70.959,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 427,Placed on exact national road host link
bridge-427,B743,Alla,C749_Link01,Eruba - Logiri,C,Northern,Arua,30.915644,2.934559,2.194,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,34,comment: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 199 latest 2019-06-16; km: Historical Bridges 18062025.xlsx::Bridges row 383; river: Historical Bridges 18062025.xlsx::Bridges row 383; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 383; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 383; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 383; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 383; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 350; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-428,B750,Tochi 2 Bridge,C665_Link02,Anyeke-Minakulu,C,Northern,Gulu,32.44115,2.405493,23.93,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 429,Placed on exact national road host link
bridge-429,B751,Okole Bridge 2,C662_Link01,Aduku-Teboke-Loro,C,Northern,Lira,32.692597,2.061318,28.28,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,37,km: Historical Bridges 18062025.xlsx::Bridges row 385; river: Historical Bridges 18062025.xlsx::Bridges row 385; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 385; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 385; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 385; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 385; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 6; owner: Historical Hosea bridge workbook::bridges_hosea row 6; district_council: Historical Hosea bridge workbook::bridges_hosea row 6; flow: Historical Hosea bridge workbook::bridges_hosea row 6; town_left: Historical Hosea bridge workbook::bridges_hosea row 6; town_right: Historical Hosea bridge workbook::bridges_hosea row 6; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 6; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 6; type_abutment_l: Historical Hosea bridge workbook::bridges_hosea row 6; type_abutment_r: Historical Hosea bridge workbook::bridges_hosea row 6; type_piers: Historical Hosea bridge workbook::bridges_hosea row 6; type_para_rail: Historical Hosea bridge workbook::bridges_hosea row 6; type_wearing_surface: Historical Hosea bridge workbook::bridges_hosea row 6; type_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 6; approach_slab: Historical Hosea bridge workbook::bridges_hosea row 6; abutment_gallery: Historical Hosea bridge workbook::bridges_hosea row 6; type_bearings: Historical Hosea bridge workbook::bridges_hosea row 6; year_compl: Historical Hosea bridge workbook::bridges_hosea row 6; superload_route: Historical Hosea bridge workbook::bridges_hosea row 6; weight_load_restr: Historical Hosea bridge workbook::bridges_hosea row 6; scour_protection: Historical Hosea bridge workbook::bridges_hosea row 6; scour_risk: Historical Hosea bridge workbook::bridges_hosea row 6; bridge_len: Historical Hosea bridge workbook::bridges_hosea row 6; bridge_wid: Historical Hosea bridge workbook::bridges_hosea row 6; width_between_para_rail: Historical Hosea bridge workbook::bridges_hosea row 6; min_bridge_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 6; approach_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 6; traffic_flow_directions: Historical Hosea bridge workbook::bridges_hosea row 6; pave_age: Historical Hosea bridge workbook::bridges_hosea row 6; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 352; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 352,Placed on exact national road host link
bridge-430,B752,Tochi Bridge,C693_Link01,Atapara-Aber-Atura-Kidilani,C,Northern,Lira,32.38587,2.05402,23.087,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 431,Placed on exact national road host link
bridge-431,B760,Itirikwa,C726_Link01,Adjumani - Sinyanya Ferry landing,C,Northern,Moyo,31.659487,3.270427,22.56,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 433,Placed on exact national road host link
bridge-432,B761,Aloi Bridge,C650_Link01,Lira - Akia,C,Northern,Lira,32.97404,2.23975,8.2,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 434,Placed on exact national road host link
bridge-433,B762,Namukora,C678_Link01,Naamokora - Lokapel,C,Northern,Kitgum,33.482485,2.865966,13.859,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 435,Placed on exact national road host link
bridge-434,B763,Enyau,C751_Link01,Arua - Girigiri - Ovisoni,C,Northern,Arua,30.90545,3.014505,0.917,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 436,Placed on exact national road host link
bridge-435,B764,Amuru Junction - Awee,C686_Link02,Amuru Junction - Awee,C,Northern,Gulu,31.727379,2.8537,55.7,10,Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 437,Placed on exact national road host link
bridge-436,B765,Amuru Junction - Awee,C686_Link02,Amuru Junction - Awee,C,Northern,Gulu,31.727379,2.8537,55.7,10,Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 438,Placed on exact national road host link
