bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-206,B195,Aswa Bridge,C681_Link02,Aswa - Gulu,C,Northern,Gulu,32.581385,2.9585,45.121,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 207,Placed on exact national road host link
bridge-207,B196,Unyama Bridge,C682_Link01,Gulu - Logere - Adee,C,Northern,Gulu,32.289533,2.955283,20.32,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 208; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 149; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 149; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 149,Placed on exact national road host link
bridge-208,B197,Nyarwotho,C745_Link01,Nebbi - Goli,C,Northern,Arua,31.030242,2.378095,15.025,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,21,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 209; km: Historical Bridges 18062025.xlsx::Bridges row 171; river: Historical Bridges 18062025.xlsx::Bridges row 171; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 171; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 171; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 150,Placed on exact national road host link
bridge-209,B198,Unyama Bridge,C700_Link01,Atiak-Palabek,C,Northern,Kitgum,32.206822,3.265451,10.945,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 210; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 151; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 151; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 151; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 151,Placed on exact national road host link
bridge-210,B199,Aswa Bridge,C700_Link01,Atiak-Palabek,C,Northern,Kitgum,32.361863,3.298129,37.498,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,6,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 211; year_compl: Historical Bridges 18062025.xlsx::Bridges row 173; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 152; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 152; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 152; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 152,Placed on exact national road host link
bridge-211,B200,Awich Bridge,C700_Link01,Atiak-Palabek,C,Northern,Kitgum,32.412506,3.368149,48.12,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 212; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 153; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 153; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 153; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 153,Placed on exact national road host link
bridge-212,B201,Burkung,C700_Link01,Atiak-Palabek,C,Northern,Kitgum,32.521686,3.425431,62.887,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 213; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 154; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 154; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 154; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 154,Placed on exact national road host link
bridge-213,B202,Lagwel Bridge,C701_Link01,Kitgum-Lukung-Ngomoromo,C,Northern,Kitgum,32.854161,3.438764,14.467,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 214; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 155; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 155; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 155; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 155,Placed on exact national road host link
bridge-214,B203,Limu Bridge,C701_Link01,Kitgum-Lukung-Ngomoromo,C,Northern,Kitgum,32.599589,3.66216,54.486,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 215; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 156; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 156; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 156,Placed on exact national road host link
bridge-215,B206,Okura Bridge,C702_Link01,Madi Opei-Agoro Hills,C,Northern,Kitgum,33.018501,3.794369,21.543,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,8,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 216; km: Historical Bridges 18062025.xlsx::Bridges row 178; year_compl: Historical Bridges 18062025.xlsx::Bridges row 178; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 157; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 157; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 157; river: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 150; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-216,B207,Kitgum Matidi,C703_Link01,Kitgum - Orom,C,Northern,Kitgum,33.055929,3.268654,22.147,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 217; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 158; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 158; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 158,Placed on exact national road host link
bridge-217,B208,Oraa 1,C743_Link01,Pakwach-Inde,C,Northern,Arua,31.393568,2.717795,33.561,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,22,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 218; km: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; river: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; no_of_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; no_of_lane: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 159,Placed on exact national road host link
bridge-218,B209,Oraa2 Bridge,C743_Link01,Pakwach-Inde,C,Northern,Arua,31.393566,2.717803,33.562,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,8,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 219; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 14; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 14; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 14; year_compl: Historical Hosea bridge workbook::bridges_hosea row 14; pave_age: Historical Hosea bridge workbook::bridges_hosea row 14; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 160; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 160,Placed on exact national road host link
bridge-219,B210,Awa,C743_Link02,Inde-Ocoko,C,Northern,Arua,31.147253,2.893707,69.685,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,25,comment: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 41 latest 2019-06-17; km: Historical Bridges 18062025.xlsx::Bridges row 181; river: Historical Bridges 18062025.xlsx::Bridges row 181; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 181; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 181; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 11; owner: Historical Hosea bridge workbook::bridges_hosea row 11; district_council: Historical Hosea bridge workbook::bridges_hosea row 11; flow: Historical Hosea bridge workbook::bridges_hosea row 11; town_left: Historical Hosea bridge workbook::bridges_hosea row 11; town_right: Historical Hosea bridge workbook::bridges_hosea row 11; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 11; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 11; type_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 11; approach_slab: Historical Hosea bridge workbook::bridges_hosea row 11; abutment_gallery: Historical Hosea bridge workbook::bridges_hosea row 11; type_bearings: Historical Hosea bridge workbook::bridges_hosea row 11; year_compl: Historical Hosea bridge workbook::bridges_hosea row 11; superload_route: Historical Hosea bridge workbook::bridges_hosea row 11; weight_load_restr: Historical Hosea bridge workbook::bridges_hosea row 11; scour_protection: Historical Hosea bridge workbook::bridges_hosea row 11; scour_risk: Historical Hosea bridge workbook::bridges_hosea row 11; traffic_flow_directions: Historical Hosea bridge workbook::bridges_hosea row 11; pave_age: Historical Hosea bridge workbook::bridges_hosea row 11; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-220,B211,Allah Bridge,C743_Link02,Inde-Ocoko,C,Northern,Arua,31.071471,2.903333,78.299,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 221; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 162; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 162; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 162; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 162,Placed on exact national road host link
bridge-221,B212,Olemika Bridge,C743_Link02,Inde-Ocoko,C,Northern,Arua,31.01939,2.914787,84.499,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 222; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 163; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 163; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 163; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 163,Placed on exact national road host link
bridge-222,B213,Boro Bridge,C746_Link01,Packwach - Panyimur,C,Northern,Arua,31.358268,2.322403,21.805,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 223,Placed on exact national road host link
bridge-223,B214,Kivuje Bridge,C746_Link01,Packwach - Panyimur,C,Northern,Arua,31.336816,2.291343,26.166,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 224; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 165; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 165; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 165,Placed on exact national road host link
bridge-224,B215,Lojoro,C960_Link01,Angatun-Nabilatuk-Lokapel,C,North Eastern,Moroto,34.571462,2.025584,22,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,7,comment: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 393 latest 2022-11-07; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 29; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 29; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 29; year_compl: Historical Hosea bridge workbook::bridges_hosea row 29; pave_age: Historical Hosea bridge workbook::bridges_hosea row 29; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-225,B216,Nakoyiti,C960_Link01,Angatun-Nabilatuk-Lokapel,C,North Eastern,Moroto,34.69295,2.146408,46.5,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,6,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 226; new_bridge_no: Historical Hosea bridge workbook::bridges_hosea row 32; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 32; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 32; year_compl: Historical Hosea bridge workbook::bridges_hosea row 32; pave_age: Historical Hosea bridge workbook::bridges_hosea row 32,Placed on exact national road host link
bridge-226,B217,Chololo,C961_Link01,Chosan to Amudat,C,North Eastern,Moroto,34.943146,1.952938,30.5,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,8,abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 180; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 180; approaches_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 44 latest 2008-10-26; waterway_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 44 latest 2008-10-26; substructure_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 44 latest 2008-10-26; superstructure_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 44 latest 2008-10-26; roadway_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 44 latest 2008-10-26; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-227,B218,Kolo Bridge,C036_Link01,Nambole - Kampala Industrial Park - Mukono,C,Central,Kampala,32.74637,0.36062,13.692,10,Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,31,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 228; km: Historical Bridges 18062025.xlsx::Bridges row 189; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 189; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 189; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 189; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 189; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 168,Placed on exact national road host link
bridge-228,B220,Kigungu Bridge,C177_Link01,Access to Kigungu,C,Central,Kampala,32.43621,0.02792,10,10,Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,32,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 229; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 190; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 190; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 190; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 190; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 169,Placed on exact national road host link
bridge-229,B222,Mayanja,C187_Link01,Namayumba - Kitalya Prison - Kamuli,C,Central,Kampala,32.250569,0.494279,4,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,34,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 230; km: Historical Bridges 18062025.xlsx::Bridges row 191; river: Historical Bridges 18062025.xlsx::Bridges row 191; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 191; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 191; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 191; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 191; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 170,Placed on exact national road host link
